timestamp,x,y,z
0,5.31,3.13,-5.8
10,5.33,3.06,-6.26
20,5.74,3.5,-8.86
30,6.52,3.59,-10.48
40,6.62,3.92,-11.44
50,6.15,3.9,-12.44
60,5.75,3.85,-13.34
70,5.95,3.81,-14.28
80,6.31,3.85,-14.81
90,6.35,3.89,-15.26
100,5.88,3.85,-15.59
110,5.07,3.77,-15.71
120,4.45,3.69,-15.91
130,3.68,3.33,-15.79
140,3.33,3.12,-15.4
150,3.39,3.16,-15.19
160,3.17,3.08,-15.47
170,3.23,2.83,-15.72
180,3.31,2.36,-15.68
190,3.31,1.96,-15.51
200,2.19,0.83,-10.66
210,1.45,0.62,-12.99
220,0.07,-0.14,-12.31
230,-0.68,-0.64,-11.97
240,-0.1,-0.82,-12.15
250,0.68,-1.21,-13.28
260,0.27,-2.15,-13.4
270,-1.19,-3.41,-11.85
280,-2.87,-4.81,-8.66
290,-4.07,-5.98,-4.79
300,-4.55,-6.62,-1.34
310,-5.65,-6.97,1.44
320,-8.69,-7.37,3.6
330,-14.71,-7.46,5.42
340,-20.21,-7.63,7.52
350,-21.72,-7.83,9.71
360,-22.07,-7.86,13.45
370,-23.41,-8.97,17.83
380,-25.31,-10.24,18.75
390,-29.99,-12.59,22.07
400,-31.77,-16.68,23.48
410,-28.48,-22.49,22.63
420,-24.05,-31.38,17.97
430,-19.85,-40.79,13.09
440,-16.18,-54.11,9.5
450,-5.11,-70.05,1.91
460,20.76,-75.67,-16.77
470,46.91,-64.68,-44.67
480,52.67,-45.92,-69.57
490,46.48,-29.77,-74.72
500,35.87,-21.17,-68.91
510,26.58,-17.18,-60.62
520,22.18,-15.86,-48.88
530,24.86,-14.35,-37.25
540,27.73,-12.38,-32.59
550,29.82,-10.92,-33.14
560,31.51,-9.7,-34.34
570,31.06,-9.06,-34.06
580,27.11,-9.13,-31.52
590,22.31,-9.55,-29.52
600,20.26,-9.09,-28.0
610,19.98,-9.12,-27.42
620,18.93,-10.57,-27.35
630,18.07,-13.18,-26.44
640,14.98,-16.55,-22.85
650,11.74,-19.49,-17.51
660,9.81,-21.05,-10.82
670,7.98,-21.89,-5.54
680,2.3,-22.66,-3.8
690,-5.0,-22.16,-2.33
700,-14.28,-20.83,-4.38
710,-14.22,-17.98,1.96
720,-8.55,-15.33,10.27
730,-6.95,-13.83,15.16
740,-9.92,-12.05,18.45
750,-13.68,-9.59,21.9
760,-16.8,-6.39,22.48
770,-17.85,-3.44,18.02
780,-15.06,-1.1,12.17
790,-8.86,0.87,6.44
800,-2.65,2.23,2.66
810,1.06,3.16,-1.71
820,3.99,4.65,-2.9
830,7.1,5.93,-0.93
840,7.66,7.16,1.24
850,7.83,8.07,1.92
860,8.39,8.82,1.05
870,9.0,9.4,-1.25
880,9.42,10.04,-3.32
890,8.76,10.07,-4.92
900,8.6,10.65,-5.9
910,7.4,10.59,-4.97
920,5.69,10.55,-3.35
930,4.76,10.36,-1.46
940,4.13,10.12,-0.18
950,3.38,9.53,0.51
960,3.28,9.35,-0.28
970,5.17,9.48,0.78
980,4.79,8.92,-0.86
990,5.28,8.95,-1.79
1000,5.39,8.83,-1.55
