timestamp,x,y,z
0,-2.1,8.38,-5.9
10,-2.34,8.31,-5.75
20,-2.74,8.27,-5.69
30,-2.96,8.37,-6.03
40,-3.24,8.44,-6.42
50,-3.62,8.5,-6.57
60,-4.04,8.53,-6.64
70,-4.52,8.41,-6.31
80,-4.53,8.28,-5.61
90,-4.28,8.17,-5.15
100,-4.37,8.07,-4.98
110,-4.64,7.93,-4.78
120,-5.08,7.76,-4.67
130,-5.82,7.42,-4.52
140,-6.48,7.13,-4.32
150,-6.76,7.08,-4.16
160,-6.7,7.06,-4.25
170,-6.41,6.98,-4.14
180,-6.01,6.83,-3.87
190,-5.83,6.47,-3.28
200,-5.84,5.99,-2.54
210,-5.67,5.5,-1.95
220,-5.42,4.9,-1.31
230,-6.23,4.05,-0.78
240,-7.46,2.9,0.26
250,-9.09,1.49,2.1
260,-10.67,0.42,3.98
270,-10.61,-0.46,5.67
280,-10.06,-1.64,9.11
290,-10.19,-3.4,14.84
300,-10.35,-5.31,19.33
310,-10.26,-6.76,21.55
320,-10.1,-8.21,22.03
330,-9.69,-10.1,20.56
340,-8.44,-12.0,18.89
350,-7.12,-13.87,17.12
360,-6.03,-16.06,15.38
370,-5.15,-18.55,14.04
380,-2.88,-20.71,12.47
390,-1.24,-23.4,10.86
400,-0.18,-26.99,7.62
410,1.8,-30.31,1.57
420,6.14,-32.64,-4.41
430,9.52,-33.3,-15.36
440,9.3,-31.86,-21.88
450,6.89,-29.48,-28.9
460,6.83,-26.59,-35.3
470,6.92,-23.19,-40.72
480,3.55,-19.82,-46.42
490,1.35,-16.35,-50.51
500,1.17,-13.18,-50.6
510,2.37,-11.14,-47.21
520,3.38,-10.01,-42.85
530,4.25,-9.08,-39.11
540,4.59,-8.01,-37.08
550,3.22,-6.79,-37.9
560,0.08,-5.43,-40.9
570,-2.49,-4.29,-44.04
580,-4.58,-3.61,-46.83
590,-6.38,-4.1,-48.35
600,-7.27,-5.57,-47.07
610,-6.46,-6.93,-44.64
620,-5.67,-8.4,-42.54
630,-4.95,-10.71,-37.71
640,-3.67,-12.89,-31.34
650,-2.71,-14.49,-25.09
660,-0.66,-14.83,-20.51
670,0.71,-14.74,-16.49
680,0.83,-15.03,-11.88
690,1.7,-14.95,-5.44
700,2.37,-14.37,1.65
710,2.17,-13.44,7.2
720,1.95,-11.59,11.08
730,1.72,-9.71,12.46
740,1.88,-8.44,12.66
750,1.35,-7.81,12.81
760,-0.16,-6.2,12.69
770,-0.3,-4.66,12.93
780,0.31,-3.74,11.16
790,1.55,-2.52,10.93
800,-0.2,-2.49,8.25
810,-0.23,-1.69,7.2
820,0.12,-1.03,5.56
830,0.64,0.04,4.17
840,0.91,0.84,2.77
850,1.01,1.61,0.75
860,1.15,2.46,-0.82
870,1.73,3.83,-2.47
880,2.55,5.03,-3.08
890,1.48,5.05,-3.62
900,0.63,5.48,-4.17
910,0.74,6.13,-5.13
920,0.59,6.64,-5.91
930,1.09,7.19,-6.05
940,1.46,7.52,-5.9
950,1.43,7.75,-6.18
960,1.41,8.07,-6.06
970,1.76,8.24,-5.62
980,2.36,8.21,-5.61
990,2.37,8.24,-4.63
1000,2.09,8.44,-2.97
