timestamp,x,y,z
0,2.69,7.99,-3.96
10,3.36,7.98,-4.79
20,5.06,8.63,-5.47
30,5.08,8.54,-5.44
40,2.95,7.78,-6.3
50,3.36,8.16,-7.16
60,3.16,8.29,-7.9
70,2.89,8.14,-8.49
80,2.51,8.19,-8.9
90,2.29,8.13,-8.85
100,2.17,7.9,-8.6
110,2.05,7.69,-8.38
120,2.07,7.6,-8.31
130,1.92,7.5,-8.5
140,1.62,7.39,-9.02
150,0.99,7.23,-9.59
160,0.53,6.9,-9.81
170,0.02,6.34,-9.34
180,-0.56,5.68,-8.41
190,-0.96,4.99,-7.12
200,-2.03,4.22,-6.64
210,-3.12,3.58,-6.52
220,-4.33,2.98,-6.86
230,-5.08,2.34,-6.49
240,-2.1,2.13,1.63
250,-4.13,1.42,0.44
260,-5.67,1.38,-0.01
270,-3.42,1.36,0.31
280,-5.87,0.12,1.63
290,-9.83,-1.27,4.13
300,-10.51,-2.02,-0.18
310,-13.9,-3.15,11.07
320,-14.13,-2.94,7.8
330,-15.1,-3.48,9.97
340,-15.47,-4.51,12.55
350,-14.91,-5.81,14.06
360,-14.45,-7.51,14.48
370,-16.63,-10.39,13.14
380,-15.85,-13.2,12.84
390,-13.87,-16.91,12.01
400,-11.67,-20.67,11.86
410,-10.46,-24.58,10.41
420,-8.24,-28.23,8.1
430,-5.08,-33.1,6.94
440,-1.63,-38.67,4.64
450,3.92,-43.58,-1.17
460,13.12,-46.33,-11.15
470,19.27,-45.73,-25.55
480,23.15,-40.7,-44.53
490,21.99,-32.56,-62.29
500,14.37,-23.83,-70.5
510,7.37,-21.48,-68.57
520,4.24,-19.46,-58.89
530,0.97,-19.27,-49.56
540,-0.38,-18.91,-42.44
550,0.51,-18.11,-39.13
560,3.43,-16.81,-38.58
570,5.71,-15.23,-39.28
580,6.82,-13.73,-40.08
590,7.01,-12.59,-40.86
600,6.1,-12.22,-41.15
610,4.46,-14.34,-39.96
620,3.22,-16.23,-36.77
630,3.22,-18.1,-31.62
640,3.6,-19.5,-26.47
650,5.34,-19.99,-22.84
660,5.18,-20.22,-21.77
670,0.16,-21.41,-19.86
680,-6.4,-22.37,-15.11
690,-9.28,-21.93,-10.07
700,-10.88,-20.37,-4.28
710,-11.5,-19.21,1.92
720,-12.85,-16.64,10.11
730,-14.62,-14.72,18.59
740,-14.45,-11.83,25.05
750,-10.67,-8.74,28.51
760,-7.09,-6.27,26.95
770,-4.07,-4.41,21.78
780,-0.99,-3.34,18.65
790,2.08,-2.88,17.58
800,4.28,-2.61,16.14
810,7.01,-2.07,13.37
820,11.82,-1.11,9.03
830,14.88,0.04,2.7
840,13.82,1.11,-2.5
850,11.56,2.08,-4.85
860,9.59,3.16,-4.29
870,7.58,4.4,-3.36
880,4.43,5.38,-3.37
890,2.17,6.32,-4.74
900,0.85,6.98,-5.87
910,-0.39,7.65,-6.28
920,-0.04,8.49,-6.7
930,0.46,8.89,-6.57
940,1.13,9.31,-7.47
950,1.4,9.44,-7.8
960,2.17,9.44,-6.71
970,3.08,9.53,-5.67
980,4.04,9.5,-4.6
990,4.94,9.29,-3.96
1000,5.46,9.05,-3.92
