timestamp,x,y,z
0,0.78,5.05,-8.07
10,0.5,5.11,-8.04
20,0.27,5.2,-8.21
30,0.24,5.23,-8.49
40,0.34,5.29,-8.77
50,0.27,5.38,-9.1
60,0.14,5.5,-9.47
70,0.11,5.59,-9.82
80,-0.05,5.71,-10.11
90,-0.28,5.82,-10.31
100,-0.41,5.87,-10.4
110,-0.45,5.77,-10.57
120,-0.42,5.72,-10.69
130,-0.2,5.67,-10.78
140,-0.26,5.54,-10.72
150,-0.51,5.45,-10.56
160,-0.66,5.34,-10.58
170,-0.88,5.24,-10.66
180,-1.12,5.2,-10.94
190,-1.31,5.19,-11.13
200,-1.64,5.15,-11.08
210,-2.11,4.93,-10.8
220,-2.63,4.71,-10.54
230,-2.82,4.42,-10.26
240,-2.84,4.08,-9.93
250,-2.47,3.87,-9.66
260,-1.98,3.61,-9.16
270,-1.87,3.3,-8.64
280,-2.08,2.9,-8.35
290,-2.15,2.51,-8.47
300,-2.21,1.98,-8.93
310,-2.58,1.13,-9.08
320,-3.85,-0.14,-8.36
330,-5.86,-1.76,-7.07
340,-7.98,-3.79,-4.57
350,-9.75,-5.73,-1.07
360,-11.13,-8.61,12.24
370,-12.16,-9.01,11.75
380,-13.0,-8.98,13.85
390,-16.63,-8.81,17.14
400,-24.37,-11.68,25.91
410,-29.52,-15.36,36.83
420,-31.03,-21.18,45.22
430,-27.66,-28.66,45.46
440,-21.61,-41.22,36.88
450,-16.65,-54.98,21.6
460,-6.77,-66.37,13.16
470,6.4,-75.57,5.2
480,22.14,-77.75,-15.5
490,29.18,-68.55,-49.8
500,17.93,-54.95,-78.45
510,7.04,-45.3,-78.45
520,5.8,-36.6,-76.94
530,8.21,-30.33,-75.36
540,6.64,-27.64,-70.61
550,6.92,-25.07,-65.46
560,5.69,-23.08,-59.21
570,3.4,-22.19,-51.18
580,2.44,-21.37,-47.33
590,4.92,-18.9,-48.24
600,6.39,-18.44,-51.15
610,5.05,-21.32,-52.88
620,0.18,-28.32,-49.94
630,-7.51,-35.81,-40.33
640,-12.45,-41.79,-28.39
650,-13.69,-43.64,-16.5
660,-6.89,-40.26,-5.94
670,-1.6,-36.13,2.81
680,-0.07,-32.08,7.78
690,-0.03,-27.62,11.77
700,-5.85,-24.21,15.67
710,-12.8,-20.97,19.12
720,-16.48,-17.22,25.09
730,-15.07,-12.54,32.89
740,-10.17,-7.98,28.1
750,-6.5,-5.07,20.14
760,-3.5,-3.02,14.89
770,-1.75,-1.83,10.61
780,-0.28,-0.17,6.76
790,2.62,0.67,8.02
800,4.98,1.68,9.63
810,5.6,3.11,8.73
820,6.16,4.52,6.34
830,6.65,5.72,3.44
840,6.18,6.57,0.85
850,5.68,7.35,-1.06
860,5.42,8.12,-2.07
870,5.01,8.6,-2.07
880,4.37,8.96,-1.42
890,3.92,9.3,-0.83
900,3.93,9.54,-0.47
910,4.01,9.69,-0.8
920,4.01,9.96,-1.97
930,3.99,10.1,-2.98
940,3.59,10.23,-3.36
950,3.44,10.38,-3.73
960,3.36,10.41,-4.19
970,3.26,10.43,-4.09
980,2.92,10.28,-3.35
990,2.62,10.13,-2.51
1000,2.32,10.0,-2.16
