timestamp,x,y,z
0,1.49,-2.2,-10.01
10,1.53,-2.17,-10.22
20,1.65,-2.2,-10.21
30,1.47,-2.31,-9.85
40,0.96,-2.39,-9.57
50,0.41,-2.31,-9.71
60,0.1,-2.28,-10.05
70,-0.09,-2.28,-10.13
80,-0.48,-2.24,-10.51
90,-0.84,-2.16,-11.42
100,-1.11,-2.17,-12.16
110,-1.22,-2.14,-12.86
120,-0.9,-2.09,-13.85
130,-1.41,-2.16,-14.58
140,-1.74,-2.05,-15.3
150,-1.7,-2.17,-15.71
160,-1.73,-2.29,-15.61
170,-2.41,-2.42,-15.31
180,-3.34,-2.53,-14.8
190,-3.86,-2.6,-13.75
200,-3.94,-2.58,-12.25
210,-3.66,-2.56,-10.61
220,-2.7,-2.62,-8.93
230,-1.59,-2.66,-6.91
240,-0.68,-2.99,-4.52
250,-0.08,-3.26,-2.14
260,-1.14,-3.66,0.28
270,-3.03,-4.58,2.31
280,-2.9,-5.51,3.64
290,-0.63,-7.36,5.15
300,2.74,-9.15,6.99
310,8.47,-11.55,14.73
320,13.38,-11.33,7.47
330,16.94,-10.59,6.7
340,16.6,-10.17,4.41
350,14.1,-10.82,0.9
360,11.81,-11.72,-2.36
370,11.5,-11.82,-5.07
380,13.72,-11.84,-8.84
390,17.13,-10.57,-14.33
400,19.88,-9.33,-20.95
410,21.5,-8.62,-27.19
420,20.26,-8.54,-31.43
430,15.63,-9.04,-33.16
440,10.3,-10.36,-30.34
450,7.63,-12.12,-23.96
460,7.9,-12.06,-18.1
470,8.9,-11.78,-13.58
480,10.55,-11.89,-11.84
490,10.14,-12.11,-12.03
500,6.74,-12.29,-13.63
510,1.65,-12.31,-16.46
520,-4.59,-12.21,-19.07
530,-11.76,-12.08,-21.0
540,-15.47,-11.94,-21.93
550,-16.35,-12.24,-21.84
560,-12.67,-12.72,-20.83
570,-10.73,-12.77,-19.92
580,-9.59,-12.75,-20.0
590,-9.49,-11.89,-20.77
600,-10.64,-10.93,-21.9
610,-12.4,-10.71,-22.17
620,-14.46,-10.86,-20.63
630,-16.62,-11.35,-17.87
640,-17.02,-11.88,-14.47
650,-16.53,-12.47,-10.8
660,-14.46,-12.47,-7.3
670,-11.72,-12.16,-4.54
680,-10.05,-11.57,-2.94
690,-8.91,-10.86,-3.29
700,-9.56,-10.64,-2.12
710,-11.37,-10.76,0.63
720,-12.67,-10.94,3.31
730,-13.34,-11.21,5.42
740,-13.48,-11.44,8.25
750,-11.55,-11.61,11.74
760,-8.09,-11.5,14.86
770,-3.39,-10.87,17.02
780,-0.55,-10.59,17.96
790,-0.17,-11.16,17.4
800,-0.7,-12.19,15.71
810,-1.04,-13.18,14.25
820,0.08,-14.2,13.5
830,2.47,-15.38,13.17
840,5.76,-16.05,12.39
850,8.28,-16.23,10.96
860,9.38,-17.24,8.97
870,10.76,-17.95,6.32
880,12.87,-18.8,3.9
890,14.62,-19.56,1.89
900,15.05,-19.91,-0.91
910,16.75,-20.44,-5.09
920,19.27,-19.22,-11.06
930,21.13,-17.23,-17.31
940,21.02,-15.58,-22.56
950,18.48,-14.43,-26.87
960,15.86,-13.26,-28.33
970,11.9,-13.45,-26.61
980,9.37,-14.2,-23.56
990,8.85,-15.21,-19.45
1000,8.31,-16.3,-18.19
