timestamp,x,y,z
0,1.7,4.96,-8.49
10,1.66,5.01,-7.9
20,1.87,4.85,-7.24
30,2.25,4.75,-6.83
40,2.51,4.61,-6.32
50,2.67,4.27,-5.52
60,1.76,3.76,-4.27
70,0.38,2.63,-2.9
80,0.8,1.89,-1.18
90,3.87,0.61,0.46
100,6.11,-0.92,0.7
110,6.65,-1.5,-0.24
120,3.34,0.41,-1.48
130,1.29,0.47,-5.25
140,0.56,0.18,-10.53
150,0.22,0.97,-16.28
160,-0.96,2.54,-21.69
170,-5.03,4.51,-27.0
180,-11.22,6.67,-31.05
190,-18.65,7.44,-33.84
200,-24.54,5.69,-33.7
210,-27.04,2.26,-28.51
220,-25.97,-2.04,-20.26
230,-23.27,-6.1,-12.11
240,-19.71,-8.38,-5.96
250,-14.06,-8.84,-1.77
260,-10.38,-7.23,0.77
270,-10.75,-5.34,0.76
280,-11.72,-3.58,1.05
290,-12.55,-3.51,0.99
300,-11.71,-3.57,0.68
310,-8.65,-3.47,0.99
320,-5.72,-3.34,2.59
330,-4.99,-3.05,4.98
340,-4.46,-3.02,7.96
350,-3.37,-3.12,11.96
360,-0.01,-2.22,10.76
370,2.67,-0.75,8.3
380,4.67,0.32,7.21
390,7.2,0.83,7.2
400,8.02,1.17,7.22
410,8.35,1.07,5.95
420,8.06,0.61,3.78
430,7.79,0.69,1.39
440,7.71,1.45,-2.67
450,5.2,1.99,-6.36
460,1.43,1.98,-8.23
470,-1.54,1.92,-8.27
480,-1.95,-0.01,-7.94
490,1.47,-1.28,-7.33
500,6.06,-2.06,-5.09
510,8.45,-5.15,-6.18
520,9.32,-8.47,-5.84
530,7.83,-10.64,-8.11
540,5.96,-13.57,-8.82
550,2.07,-15.51,-8.97
560,-4.23,-16.48,-10.2
570,-8.74,-15.3,-15.93
580,-9.03,-14.51,-19.91
590,-9.44,-13.58,-20.64
600,-8.92,-13.35,-19.19
610,-6.97,-13.29,-17.35
620,-5.79,-14.35,-12.94
630,-6.95,-14.95,-10.39
640,-8.47,-14.99,-11.5
650,-10.39,-15.34,-12.91
660,-12.38,-14.28,-16.73
670,-12.3,-12.69,-18.73
680,-14.01,-11.34,-17.6
690,-13.46,-12.2,-20.69
700,-14.7,-12.61,-22.94
710,-16.24,-12.87,-26.18
720,-17.48,-13.01,-29.23
730,-18.58,-13.69,-28.45
740,-19.13,-15.35,-26.53
750,-18.83,-16.46,-25.23
760,-20.88,-17.76,-24.75
770,-22.8,-18.42,-25.41
780,-25.03,-19.73,-25.25
790,-28.51,-23.98,-21.06
800,-29.09,-26.72,-14.32
810,-29.12,-30.46,-6.22
820,-25.27,-31.46,1.04
830,-18.36,-29.06,5.29
840,-15.64,-26.81,6.81
850,-17.14,-25.12,5.62
860,-19.89,-22.97,5.97
870,-14.57,-18.57,7.64
880,-7.55,-14.67,9.08
890,-6.19,-11.26,8.57
900,-6.64,-9.41,5.68
910,-4.69,-7.43,3.66
920,-2.99,-5.94,3.31
930,-0.19,-5.15,4.36
940,1.7,-4.65,5.39
950,5.23,-3.38,5.66
960,8.01,-1.92,4.82
970,10.61,-0.63,4.68
980,10.87,0.36,4.76
990,11.73,1.42,5.38
1000,10.46,1.57,6.26
