timestamp,x,y,z
0,2.5,0.77,-10.09
10,2.46,0.79,-10.06
20,2.46,0.8,-9.95
30,2.23,0.82,-9.77
40,2.06,0.79,-9.48
50,1.99,0.77,-9.18
60,1.99,0.78,-8.96
70,2.01,0.83,-8.96
80,2.03,0.83,-9.04
90,1.88,0.87,-9.21
100,1.45,0.88,-9.28
110,1.19,0.85,-9.2
120,1.29,0.77,-9.18
130,1.44,0.65,-9.1
140,1.55,0.48,-8.86
150,1.56,0.2,-8.64
160,1.46,-0.08,-8.52
170,1.43,-0.41,-8.46
180,1.7,-0.61,-8.47
190,2.81,-0.57,-8.91
200,4.54,-0.44,-10.16
210,7.25,-0.4,-12.19
220,11.0,-0.43,-14.77
230,16.17,0.01,-18.32
240,22.39,0.67,-22.58
250,27.52,1.08,-26.48
260,28.25,0.64,-28.45
270,22.19,-0.64,-28.26
280,12.04,-1.74,-26.39
290,1.23,-2.65,-23.17
300,-9.93,-3.2,-19.65
310,-19.3,-3.29,-18.42
320,-24.24,-2.62,-17.77
330,-26.72,-1.74,-16.74
340,-29.04,-1.3,-15.22
350,-31.15,-1.27,-13.32
360,-31.88,-1.65,-12.09
370,-30.32,-2.05,-10.18
380,-27.83,-2.32,-6.99
390,-25.54,-2.68,-3.8
400,-22.86,-2.96,0.59
410,-21.02,-2.89,1.79
420,-19.36,-2.85,1.49
430,-17.02,-3.06,2.68
440,-14.3,-3.17,2.5
450,-11.92,-3.17,2.11
460,-11.75,-3.87,1.54
470,-11.34,-4.31,1.56
480,-11.36,-5.17,1.43
490,-10.39,-5.34,0.56
500,-7.98,-5.84,1.25
510,-6.93,-6.33,1.44
520,-7.4,-7.19,2.1
530,-6.31,-7.85,2.76
540,-2.22,-7.68,6.24
550,1.94,-7.27,9.17
560,1.82,-7.72,8.71
570,0.63,-7.89,7.64
580,0.85,-7.44,7.1
590,0.8,-7.97,6.7
600,1.26,-8.55,6.79
610,2.98,-9.19,7.03
620,4.31,-10.19,7.16
630,5.56,-11.08,7.44
640,6.3,-11.68,7.03
650,6.89,-12.4,6.28
660,7.63,-13.24,5.37
670,8.46,-14.54,4.49
680,9.7,-15.55,2.36
690,11.53,-16.46,-0.62
700,13.18,-17.42,-3.76
710,14.83,-17.92,-7.58
720,15.47,-18.55,-11.4
730,15.33,-18.57,-15.18
740,14.94,-18.09,-18.88
750,13.41,-17.15,-22.41
760,11.11,-16.65,-24.37
770,7.71,-16.44,-24.82
780,3.96,-16.11,-25.73
790,1.45,-15.83,-27.02
800,0.74,-15.68,-27.22
810,-0.34,-15.56,-27.48
820,-0.19,-15.45,-28.01
830,-2.33,-15.74,-28.27
840,-5.01,-16.29,-28.23
850,-8.24,-16.87,-26.88
860,-12.84,-16.92,-24.91
870,-18.23,-16.44,-23.03
880,-23.34,-15.03,-21.82
890,-26.33,-13.57,-21.43
900,-25.95,-12.35,-21.53
910,-23.56,-11.99,-20.19
920,-22.22,-11.82,-17.45
930,-23.35,-11.29,-15.42
940,-26.61,-10.53,-13.94
950,-31.81,-9.59,-13.26
960,-35.5,-8.35,-13.88
970,-36.1,-7.52,-14.28
980,-35.92,-7.36,-13.48
990,-33.3,-7.97,-10.84
1000,-31.12,-8.7,-7.26
