timestamp,x,y,z
0,7.98,-3.73,15.4
10,10.79,-3.82,15.4
20,13.24,-3.93,15.15
30,14.29,-4.09,14.57
40,13.96,-4.22,13.45
50,13.12,-4.32,12.45
60,11.83,-4.37,11.07
70,10.28,-4.29,9.51
80,8.75,-3.85,9.04
90,6.78,-3.58,9.53
100,5.42,-3.1,10.0
110,4.64,-2.67,10.26
120,4.17,-2.12,10.13
130,3.84,-1.62,9.49
140,3.58,-1.24,8.41
150,3.95,-0.62,7.28
160,5.13,0.53,5.8
170,6.16,1.76,4.22
180,5.96,2.89,3.47
190,4.94,3.66,3.31
200,3.54,4.46,3.96
210,3.1,5.13,6.84
220,3.44,5.26,10.6
230,4.13,5.41,12.02
240,5.11,5.58,10.7
250,5.66,5.62,7.96
260,6.26,5.8,4.75
270,7.19,5.96,2.99
280,7.24,5.75,3.15
290,7.71,5.45,3.4
300,7.92,5.36,3.56
310,7.56,5.08,4.6
320,7.26,4.94,5.14
330,7.6,4.83,4.34
340,8.83,4.55,2.51
350,9.16,4.25,0.59
360,8.71,3.84,-1.25
370,8.92,3.66,-3.26
380,8.03,3.36,-4.77
390,7.02,2.77,-4.9
400,5.78,2.97,-5.35
410,4.3,2.75,-5.3
420,4.91,2.25,-4.22
430,3.43,2.29,-4.61
440,3.04,1.67,-5.24
450,3.13,0.85,-4.45
460,2.48,0.42,-2.32
470,1.22,-0.17,-0.23
480,0.51,-0.84,-0.97
490,-1.15,-1.66,-3.4
500,-1.98,-2.41,-4.08
510,-4.36,-3.1,-3.67
520,-6.55,-5.06,-2.04
530,-5.72,-6.93,-1.17
540,-6.09,-8.58,-0.41
550,-6.86,-11.25,2.83
560,-5.93,-13.08,5.25
570,-4.09,-14.56,7.32
580,-1.24,-15.59,10.06
590,0.68,-16.29,12.93
600,1.71,-17.36,14.04
610,3.79,-17.07,15.88
620,5.6,-16.63,19.63
630,7.04,-17.1,21.6
640,9.1,-15.97,21.36
650,10.53,-15.82,24.4
660,12.4,-16.92,24.92
670,14.77,-16.99,21.47
680,16.66,-17.51,19.06
690,19.24,-17.05,16.06
700,24.08,-17.71,16.71
710,24.71,-16.98,16.54
720,23.74,-16.33,15.22
730,24.31,-15.81,14.55
740,24.95,-15.44,13.67
750,24.17,-15.42,13.01
760,22.09,-15.17,12.73
770,19.47,-15.15,12.59
780,17.4,-15.27,13.05
790,15.45,-15.71,14.11
800,14.99,-16.34,14.64
810,16.35,-17.5,15.34
820,18.84,-18.63,15.14
830,21.26,-20.46,12.02
840,22.82,-22.07,5.52
850,22.32,-22.29,-2.33
860,19.7,-20.78,-8.42
870,14.97,-19.05,-8.66
880,10.31,-16.67,-6.47
890,8.15,-14.41,-4.82
900,7.82,-12.53,-4.28
910,7.38,-11.17,-5.19
920,6.34,-10.19,-7.22
930,5.39,-8.75,-9.52
940,3.36,-6.91,-11.83
950,0.14,-4.97,-12.86
960,-2.79,-3.01,-11.12
970,-3.82,-1.24,-8.71
980,-4.01,0.36,-7.67
990,-3.75,1.61,-7.46
1000,-3.03,2.58,-7.18
