timestamp,x,y,z
0,0.6,5.36,8.81
10,0.56,5.46,9.12
20,0.94,5.31,9.64
30,1.35,5.34,9.67
40,2.58,5.47,9.75
50,4.16,5.7,9.43
60,4.25,5.93,8.5
70,3.43,5.98,8.53
80,3.08,5.72,9.81
90,3.58,5.71,10.79
100,4.58,5.2,11.71
110,5.89,4.53,10.76
120,5.8,4.31,7.3
130,4.45,4.29,3.0
140,3.94,4.28,-0.4
150,3.91,4.79,-1.97
160,2.68,4.89,-2.39
170,1.08,4.9,-2.59
180,0.62,4.51,-1.92
190,0.2,4.12,-2.32
200,0.29,3.08,-3.99
210,-1.42,2.21,-8.35
220,-5.03,0.33,-11.74
230,-6.96,-2.9,-13.29
240,-7.49,-6.29,-10.13
250,-8.82,-10.25,-6.94
260,-9.3,-14.13,-3.41
270,-8.71,-16.89,1.38
280,-8.06,-19.09,5.6
290,-8.47,-20.89,9.67
300,-8.31,-22.26,13.49
310,-7.85,-22.04,17.19
320,-4.89,-22.53,20.62
330,-0.21,-20.88,26.48
340,1.06,-19.3,29.43
350,2.21,-18.07,29.21
360,3.66,-17.45,31.23
370,4.1,-16.31,28.89
380,4.67,-15.58,24.99
390,4.63,-15.44,22.83
400,4.38,-15.31,20.95
410,5.0,-14.97,19.91
420,6.44,-14.54,20.63
430,7.14,-14.0,21.52
440,7.18,-13.82,21.85
450,6.78,-13.91,21.07
460,6.11,-13.75,19.17
470,5.84,-13.55,17.74
480,5.9,-13.58,17.72
490,7.03,-13.86,18.59
500,8.98,-14.75,18.87
510,11.82,-16.09,18.58
520,13.28,-17.2,18.45
530,12.66,-18.56,17.53
540,11.6,-19.84,15.07
550,11.34,-21.07,11.18
560,11.29,-20.36,6.33
570,10.89,-18.84,2.04
580,9.29,-15.98,-1.37
590,6.02,-12.78,-3.96
600,2.66,-9.56,-4.86
610,1.21,-6.16,-4.31
620,0.6,-3.6,-2.18
630,0.31,-1.85,-0.13
640,0.87,-0.5,-0.91
650,1.87,0.64,-3.64
660,3.21,1.81,-6.19
670,4.17,2.98,-7.96
680,2.3,3.88,-8.87
690,-0.62,4.6,-7.17
700,-0.93,4.84,-5.04
710,-0.18,5.62,-5.58
720,-0.42,5.64,-6.96
730,2.19,5.36,-9.58
740,1.08,4.56,-13.32
750,-2.15,3.55,-15.43
760,-4.51,2.25,-15.81
770,-4.51,-0.44,-15.65
780,-4.11,-3.67,-16.65
790,-3.09,-8.76,-15.48
800,-4.01,-14.78,-11.77
810,-5.15,-19.47,-5.48
820,-4.91,-22.97,4.35
830,-2.61,-23.04,10.95
840,-4.05,-20.21,17.87
850,-10.83,-17.28,25.09
860,-12.18,-14.55,28.6
870,-8.48,-11.81,29.24
880,-7.23,-9.99,28.7
890,-6.0,-8.44,26.56
900,-2.14,-8.24,22.85
910,0.08,-8.37,16.65
920,-2.06,-9.11,12.88
930,-4.81,-9.62,15.96
940,-5.74,-10.24,16.97
950,-5.52,-10.47,18.1
960,-5.55,-10.14,18.65
970,-5.62,-10.35,20.6
980,-3.76,-9.94,17.97
990,-2.39,-9.1,14.65
1000,-1.89,-8.9,13.0
