timestamp,x,y,z
0,0.28,1.64,9.82
10,-0.1,1.49,10.26
20,-0.48,1.44,10.61
30,-1.03,1.37,10.97
40,-1.48,1.33,11.51
50,-1.78,1.33,11.78
60,-2.15,1.37,11.86
70,-2.19,1.38,11.86
80,-2.08,1.36,11.96
90,-2.42,1.41,12.28
100,-2.96,1.46,12.98
110,-3.59,1.49,13.97
120,-4.09,2.03,15.52
130,-4.39,2.07,16.47
140,-4.98,1.59,15.88
150,-6.19,1.53,14.91
160,-8.08,1.25,14.21
170,-9.17,1.5,14.18
180,-10.55,1.5,13.04
190,-10.26,1.5,11.3
200,-7.71,1.29,9.99
210,-4.47,1.36,9.21
220,-2.91,1.33,8.95
230,-1.8,1.55,9.28
240,-0.5,2.07,9.9
250,1.03,2.59,10.38
260,2.77,2.8,10.13
270,4.45,3.01,9.67
280,5.59,3.16,9.55
290,6.13,3.28,10.19
300,6.88,3.31,11.08
310,7.53,3.21,10.99
320,8.45,3.1,10.24
330,8.71,3.02,9.62
340,8.14,2.91,8.82
350,7.38,2.79,7.68
360,7.64,2.75,6.58
370,7.82,2.75,6.75
380,7.97,2.57,5.6
390,8.55,2.44,5.26
400,9.73,2.22,5.05
410,10.54,2.11,5.05
420,11.51,2.17,5.15
430,12.08,2.26,4.89
440,13.29,2.38,4.38
450,14.88,2.39,3.74
460,16.23,2.45,2.83
470,17.27,2.42,2.25
480,18.57,2.36,2.52
490,20.15,2.15,3.64
500,21.31,1.99,4.36
510,22.63,1.79,5.01
520,23.33,1.28,5.86
530,23.65,0.79,6.67
540,23.31,0.37,7.28
550,22.19,-0.28,7.41
560,20.54,-0.82,7.83
570,18.45,-1.73,8.14
580,15.86,-2.87,7.13
590,12.13,-4.21,5.22
600,7.97,-6.13,2.33
610,3.05,-8.23,-0.35
620,-2.86,-10.47,-2.24
630,-10.49,-12.71,-2.2
640,-20.26,-13.98,2.15
650,-28.41,-13.74,10.98
660,-32.83,-11.65,23.14
670,-35.57,-9.22,31.03
680,-34.34,-6.97,29.6
690,-31.5,-5.65,23.7
700,-29.87,-4.67,17.04
710,-28.51,-3.74,11.55
720,-28.03,-3.25,7.92
730,-27.88,-3.1,4.93
740,-26.61,-3.83,3.23
750,-23.74,-5.52,2.72
760,-20.2,-6.3,3.01
770,-16.58,-7.33,3.23
780,-13.13,-8.54,4.82
790,-8.33,-8.8,5.12
800,-4.0,-9.32,4.52
810,-4.29,-10.17,4.56
820,1.11,-10.23,4.58
830,8.99,-9.79,7.32
840,14.37,-8.67,9.95
850,17.71,-6.7,11.07
860,21.53,-4.52,11.66
870,25.22,-2.25,12.74
880,26.95,-0.7,12.31
890,28.61,0.62,11.48
900,29.93,1.66,10.81
910,30.77,2.69,10.12
920,32.2,3.58,9.76
930,34.37,4.35,9.3
940,35.51,4.9,7.96
950,35.8,5.2,6.18
960,34.99,5.12,4.39
970,33.86,4.6,2.57
980,32.67,3.66,1.2
990,30.4,2.42,0.04
1000,28.07,1.09,-1.47
