timestamp,x,y,z
0,1.96,-0.81,18.29
10,2.49,-0.96,19.14
20,2.97,-1.34,18.44
30,4.64,-2.04,16.8
40,5.96,-2.77,14.26
50,5.9,-3.17,11.79
60,4.8,-3.75,10.43
70,3.76,-4.16,10.19
80,2.55,-4.38,9.97
90,1.74,-4.3,8.84
100,1.57,-4.01,7.18
110,1.72,-3.56,5.34
120,1.49,-3.44,4.13
130,1.72,-3.11,3.34
140,2.22,-2.8,2.66
150,3.09,-2.66,1.44
160,3.95,-2.62,0.32
170,4.98,-2.7,-0.53
180,6.32,-2.73,-0.88
190,7.58,-2.8,-1.19
200,8.78,-3.03,-1.23
210,9.95,-3.21,-0.64
220,11.0,-3.54,-0.45
230,12.69,-4.01,-0.58
240,15.52,-4.49,-0.68
250,19.94,-4.3,-0.91
260,26.04,-4.33,-0.87
270,33.11,-4.6,-0.39
280,40.08,-5.56,0.19
290,42.36,-7.33,1.57
300,39.87,-10.6,4.48
310,34.96,-14.61,6.19
320,29.21,-18.38,7.23
330,23.43,-22.6,7.24
340,21.88,-26.98,11.29
350,19.1,-30.61,18.96
360,9.15,-32.14,24.19
370,-5.99,-30.98,23.48
380,-23.62,-26.1,18.97
390,-36.44,-18.11,13.41
400,-42.49,-9.28,12.96
410,-40.19,-4.21,11.22
420,-26.43,-4.19,8.37
430,-14.65,-2.86,12.26
440,-16.24,-1.74,21.2
450,-18.73,-0.89,27.13
460,-17.96,0.07,25.74
470,-15.63,0.11,20.85
480,-13.69,0.28,17.33
490,-14.05,0.96,16.07
500,-13.89,0.82,14.42
510,-12.36,0.23,9.94
520,-11.41,-0.52,6.5
530,-11.73,-1.47,5.97
540,-12.79,-2.34,6.1
550,-13.52,-3.9,6.98
560,-14.28,-5.91,7.3
570,-14.67,-8.13,7.64
580,-14.2,-10.49,8.76
590,-11.81,-12.7,10.57
600,-8.91,-14.48,12.5
610,-6.59,-16.12,13.0
620,-3.94,-17.86,13.9
630,-1.6,-19.24,14.71
640,1.24,-19.97,14.81
650,5.0,-20.96,13.9
660,10.2,-21.2,12.11
670,15.08,-20.97,9.13
680,22.83,-18.92,8.42
690,29.77,-15.49,9.6
700,30.94,-12.96,10.81
710,29.35,-11.42,10.45
720,28.81,-10.34,8.97
730,28.01,-9.67,7.61
740,25.32,-9.36,7.18
750,21.99,-9.18,5.09
760,18.56,-9.03,4.31
770,15.74,-8.79,4.6
780,14.22,-8.5,3.68
790,12.59,-8.4,2.31
800,11.68,-8.39,1.37
810,10.86,-8.39,1.24
820,10.22,-8.5,0.61
830,11.08,-8.5,0.2
840,12.03,-8.72,-0.32
850,14.37,-9.43,-2.13
860,19.79,-10.87,-4.79
870,23.11,-13.13,-5.46
880,21.71,-16.68,-3.78
890,19.08,-21.0,-0.97
900,13.4,-26.33,0.99
910,5.24,-30.97,4.41
920,-4.91,-33.05,10.9
930,-16.68,-31.75,18.45
940,-29.5,-27.67,25.92
950,-40.46,-21.41,32.05
960,-41.96,-16.8,33.55
970,-32.43,-15.03,25.54
980,-20.69,-14.31,13.32
990,-13.78,-13.17,7.38
1000,-11.11,-11.54,7.83
