timestamp,x,y,z
0,-3.87,1.81,10.37
10,-3.61,1.72,10.69
20,-3.22,1.75,11.2
30,-2.69,1.72,11.91
40,-2.46,1.69,12.47
50,-2.25,1.78,13.01
60,-2.38,1.91,14.05
70,-2.28,2.06,14.3
80,-1.82,2.4,14.95
90,-1.24,2.84,14.42
100,-0.62,3.17,13.83
110,0.16,3.65,14.72
120,1.2,3.92,16.3
130,2.01,3.71,17.24
140,2.18,3.37,17.59
150,2.08,2.87,17.49
160,1.46,2.57,16.94
170,0.77,2.4,15.81
180,-0.13,2.11,14.52
190,-0.78,1.87,13.08
200,-1.28,1.6,11.52
210,-1.39,1.29,9.92
220,-1.39,1.21,8.07
230,-1.67,1.25,6.15
240,-1.7,1.35,4.82
250,-1.89,1.33,4.02
260,-1.57,1.24,3.45
270,-0.77,1.04,2.94
280,0.68,0.97,2.68
290,2.35,0.95,2.89
300,4.23,0.86,3.02
310,6.55,0.77,2.65
320,10.54,0.81,2.47
330,15.48,0.96,2.5
340,18.05,1.26,2.38
350,19.65,1.67,2.55
360,21.63,1.95,2.31
370,23.13,2.15,1.82
380,24.12,2.25,1.67
390,24.76,2.21,1.9
400,25.17,1.84,1.94
410,25.11,1.41,1.77
420,24.55,0.91,1.64
430,25.09,0.42,1.7
440,24.93,-0.09,1.76
450,22.84,-0.69,1.99
460,20.01,-1.2,2.49
470,18.1,-1.66,3.21
480,15.98,-2.23,3.74
490,13.48,-2.95,3.6
500,10.19,-4.15,2.99
510,5.52,-6.22,1.46
520,-0.75,-8.11,0.87
530,-5.88,-9.49,3.65
540,-8.48,-10.43,7.95
550,-12.59,-10.67,10.61
560,-21.47,-10.35,12.47
570,-31.38,-9.26,13.17
580,-35.1,-8.04,13.35
590,-35.3,-7.1,12.98
600,-35.85,-6.25,12.58
610,-35.71,-5.62,11.76
620,-34.44,-5.25,10.54
630,-33.07,-5.08,9.87
640,-32.31,-5.14,9.17
650,-29.73,-5.99,6.9
660,-25.59,-6.87,4.47
670,-23.76,-7.52,2.49
680,-20.1,-8.58,2.26
690,-15.47,-9.16,2.53
700,-10.15,-9.51,2.18
710,-5.5,-10.27,3.44
720,0.9,-10.01,3.56
730,7.09,-9.15,4.99
740,11.38,-7.98,7.09
750,14.27,-6.73,8.31
760,17.64,-5.16,9.24
770,21.85,-3.42,11.4
780,24.7,-1.7,12.75
790,27.72,-0.02,12.88
800,31.76,1.63,13.31
810,35.08,3.31,13.68
820,36.73,4.8,13.55
830,36.72,5.77,13.51
840,36.26,6.2,13.3
850,35.25,6.04,13.26
860,33.21,5.43,12.79
870,30.53,4.23,11.51
880,27.06,2.8,9.91
890,23.76,1.24,7.6
900,20.59,-0.25,5.34
910,17.73,-1.29,3.24
920,14.99,-1.93,1.61
930,13.29,-2.36,1.34
940,10.7,-2.7,0.85
950,7.79,-3.04,1.07
960,4.8,-3.9,2.28
970,1.86,-5.33,3.66
980,-1.5,-7.77,4.48
990,-5.7,-9.83,5.35
1000,-11.02,-11.79,8.03
