timestamp,x,y,z
0,3.69,4.17,7.98
10,3.85,4.11,7.99
20,3.9,4.18,7.85
30,3.97,4.15,7.87
40,3.94,4.16,8.05
50,4.07,4.19,8.04
60,4.66,4.38,7.37
70,5.02,4.37,6.72
80,5.1,4.24,6.41
90,6.17,4.07,6.18
100,6.16,4.16,6.72
110,5.6,4.09,7.46
120,5.4,4.05,7.94
130,5.05,4.02,8.48
140,4.54,4.07,9.09
150,4.11,4.06,9.5
160,3.98,4.05,9.2
170,4.21,4.02,8.55
180,4.32,3.98,7.96
190,4.51,3.93,7.66
200,5.42,3.95,7.34
210,5.81,3.97,7.29
220,5.4,3.94,7.46
230,4.95,3.95,7.9
240,4.87,3.95,8.36
250,5.17,4.0,8.33
260,5.23,4.01,8.45
270,4.93,4.02,8.43
280,4.69,3.98,8.28
290,4.8,3.96,8.14
300,5.08,3.97,7.89
310,5.29,3.96,7.45
320,5.58,3.97,7.19
330,5.65,4.0,6.95
340,4.89,4.04,7.17
350,3.93,4.1,7.71
360,3.45,4.15,8.16
370,3.22,4.14,8.33
380,2.8,4.17,8.35
390,1.82,4.12,8.27
400,0.8,4.06,8.41
410,0.21,4.0,8.5
420,-0.44,3.98,8.52
430,-0.9,3.93,8.61
440,-1.09,3.9,8.72
450,-1.49,3.9,9.29
460,-1.91,3.88,10.08
470,-1.78,3.91,11.04
480,-1.83,4.0,12.07
490,-1.99,3.88,13.06
500,-1.59,3.61,13.25
510,-1.11,3.55,12.99
520,-0.17,3.42,12.39
530,0.74,2.88,11.22
540,1.7,2.38,10.43
550,2.89,2.19,9.53
560,4.48,1.91,8.61
570,6.53,1.61,7.69
580,8.8,1.47,6.79
590,11.82,1.35,5.69
600,16.52,1.2,3.46
610,23.22,1.47,-0.5
620,29.2,1.66,-5.06
630,29.67,1.46,-7.18
640,26.76,1.5,-5.53
650,25.16,1.33,-3.03
660,23.4,1.0,-1.66
670,21.62,0.66,-1.02
680,19.96,0.2,-0.75
690,17.9,-0.43,-1.31
700,16.21,-0.98,-2.06
710,14.99,-1.6,-2.85
720,12.07,-2.26,-3.15
730,7.01,-2.83,-1.47
740,2.7,-3.06,1.55
750,-0.17,-3.04,4.34
760,-3.17,-3.41,5.91
770,-8.76,-3.56,7.85
780,-17.5,-3.34,10.58
790,-23.43,-2.94,11.57
800,-25.64,-2.32,11.62
810,-25.27,-2.39,12.5
820,-23.73,-2.54,13.82
830,-21.87,-3.79,15.17
840,-20.28,-3.77,15.56
850,-18.98,-4.42,15.76
860,-16.45,-5.33,17.99
870,-14.7,-5.96,19.46
880,-12.84,-4.57,20.41
890,-13.53,-5.29,21.37
900,-12.42,-6.09,21.18
910,-9.12,-6.75,19.6
920,-5.89,-7.08,17.15
930,-2.62,-8.08,14.94
940,1.51,-8.28,12.05
950,5.56,-7.84,9.84
960,8.51,-8.24,8.94
970,12.83,-6.8,6.75
980,17.93,-5.67,5.19
990,22.11,-4.94,4.71
1000,23.44,-4.03,5.28
