timestamp,x,y,z
0,-0.2,2.31,10.86
10,-0.29,2.39,10.75
20,-0.29,2.44,10.64
30,-0.1,2.58,10.55
40,-0.08,2.66,10.71
50,-0.23,2.76,11.17
60,-0.88,2.82,11.39
70,-1.65,2.72,11.92
80,-2.18,2.61,12.79
90,-2.58,2.71,14.13
100,-2.46,2.69,14.94
110,-2.34,2.87,15.09
120,-2.36,2.73,15.17
130,-2.26,2.71,14.95
140,-1.92,2.63,14.2
150,-1.53,2.64,13.38
160,-0.98,2.66,12.32
170,-0.12,2.64,11.73
180,0.89,2.74,11.63
190,1.02,2.88,11.56
200,1.25,2.97,11.35
210,1.19,3.04,11.24
220,0.95,2.87,11.15
230,1.09,2.7,10.98
240,1.27,2.6,11.07
250,1.66,2.55,10.81
260,1.89,2.41,10.18
270,1.5,2.28,9.27
280,1.1,2.03,8.18
290,1.03,1.85,7.19
300,1.28,1.73,6.54
310,1.77,1.63,6.19
320,1.96,1.37,5.68
330,2.83,1.16,5.59
340,4.52,1.03,5.68
350,6.75,1.09,5.71
360,8.64,1.26,5.73
370,9.74,1.41,5.71
380,10.02,1.27,5.47
390,11.06,1.11,4.96
400,12.86,1.1,4.57
410,14.58,1.19,4.39
420,16.83,1.23,3.77
430,18.8,1.28,2.87
440,20.34,1.17,1.29
450,22.2,1.0,-0.23
460,24.73,0.57,-1.55
470,26.62,0.06,-2.03
480,27.36,-0.36,-1.28
490,27.28,-1.05,0.02
500,26.08,-1.84,1.3
510,23.89,-2.68,2.32
520,22.4,-3.31,3.24
530,20.67,-3.99,3.58
540,18.25,-4.77,3.46
550,15.78,-5.4,3.29
560,12.45,-6.14,3.2
570,8.13,-7.18,1.98
580,3.45,-8.63,-0.04
590,-2.51,-9.81,-0.89
600,-8.56,-10.98,1.07
610,-14.05,-11.33,7.08
620,-18.63,-10.82,14.72
630,-22.12,-10.2,20.27
640,-24.98,-9.23,24.61
650,-27.62,-8.14,26.72
660,-28.75,-6.85,25.27
670,-28.62,-5.78,21.99
680,-28.29,-4.67,18.09
690,-28.25,-3.73,14.71
700,-28.13,-3.17,12.37
710,-27.69,-3.19,10.15
720,-26.53,-3.66,8.28
730,-24.93,-4.34,6.65
740,-23.44,-5.32,4.79
750,-22.04,-6.78,3.54
760,-20.07,-8.19,2.51
770,-16.61,-9.86,1.48
780,-11.35,-11.11,1.38
790,-3.06,-11.71,1.89
800,1.13,-12.05,3.75
810,7.75,-11.65,6.07
820,11.6,-10.88,9.02
830,14.09,-9.81,11.52
840,17.92,-8.72,13.12
850,21.3,-7.55,14.43
860,24.47,-6.06,15.33
870,27.77,-4.3,16.06
880,30.62,-2.6,15.75
890,33.12,-1.13,13.97
900,35.27,0.22,12.12
910,37.37,1.53,10.68
920,37.64,2.28,9.54
930,37.18,2.94,8.78
940,34.82,3.29,8.13
950,32.51,3.3,7.0
960,30.29,2.88,4.95
970,28.09,2.11,2.8
980,26.12,1.18,0.65
990,23.83,0.19,-0.92
1000,22.41,-0.65,-1.6
