timestamp,x,y,z
0,-0.06,-2.72,9.57
10,0.01,-2.65,9.92
20,0.33,-2.47,10.55
30,0.42,-2.39,11.38
40,0.12,-2.34,12.34
50,-0.42,-2.47,13.37
60,-1.33,-2.87,14.52
70,-2.54,-3.32,15.98
80,-3.62,-3.81,18.46
90,-4.45,-4.36,21.61
100,-4.7,-4.96,24.84
110,-4.42,-5.28,27.43
120,-4.56,-5.75,28.74
130,-4.04,-5.96,28.72
140,-2.87,-6.12,27.31
150,-1.51,-5.99,24.13
160,-0.25,-5.57,20.27
170,1.05,-5.07,16.35
180,1.96,-4.6,12.41
190,2.1,-3.84,8.17
200,1.9,-3.13,4.25
210,1.83,-2.22,1.07
220,1.97,-1.78,-0.74
230,0.76,-1.19,-2.68
240,-1.39,-0.19,-4.68
250,-2.52,0.89,-5.66
260,-2.69,1.85,-6.62
270,-1.92,2.35,-6.72
280,-0.65,2.36,-5.84
290,0.93,2.45,-5.49
300,1.77,2.35,-5.39
310,2.12,2.39,-4.93
320,2.82,2.42,-3.51
330,4.48,2.29,-2.13
340,5.88,2.06,-1.43
350,6.57,1.83,-0.48
360,7.38,1.87,0.8
370,8.19,1.99,2.0
380,8.94,1.75,3.25
390,10.23,1.3,4.34
400,12.42,1.11,5.11
410,15.02,0.97,7.14
420,18.44,0.96,9.47
430,22.35,0.9,11.26
440,25.44,0.47,12.48
450,27.15,-0.45,13.15
460,26.61,-1.16,12.97
470,23.85,-2.38,11.41
480,22.5,-3.12,11.07
490,20.66,-4.06,11.26
500,17.95,-4.47,12.24
510,15.72,-5.18,13.59
520,13.44,-5.78,14.44
530,9.84,-6.46,15.81
540,4.35,-7.04,17.82
550,-1.34,-7.02,19.89
560,-5.9,-5.79,20.38
570,-10.15,-4.41,18.93
580,-14.01,-2.42,16.12
590,-16.43,-0.74,13.2
600,-16.3,0.47,11.34
610,-13.23,1.91,11.02
620,-10.87,2.7,11.1
630,-10.08,3.67,11.73
640,-11.11,4.63,12.68
650,-12.79,5.02,13.35
660,-13.15,5.01,13.52
670,-12.27,5.09,12.24
680,-12.02,5.06,9.17
690,-12.43,5.34,6.3
700,-14.01,4.92,5.31
710,-12.02,4.54,4.63
720,-9.65,3.67,3.79
730,-9.27,2.93,3.49
740,-10.38,2.14,3.56
750,-11.04,0.7,1.91
760,-11.88,-0.93,-0.32
770,-12.88,-3.15,-1.52
780,-13.5,-4.7,-1.48
790,-13.88,-6.64,2.57
800,-13.56,-8.49,8.35
810,-12.51,-9.87,12.82
820,-11.23,-11.18,15.69
830,-9.28,-11.17,18.54
840,-6.51,-11.66,21.81
850,-4.32,-11.21,23.98
860,-1.5,-10.86,20.44
870,-1.63,-12.34,17.36
880,1.4,-13.02,13.22
890,6.77,-12.75,10.36
900,11.44,-13.26,12.64
910,11.59,-13.24,13.82
920,11.93,-12.96,12.81
930,13.06,-12.88,13.95
940,16.92,-12.94,15.22
950,18.38,-12.39,15.84
960,18.99,-11.62,15.76
970,19.83,-11.27,15.14
980,20.32,-10.24,13.54
990,20.86,-9.53,13.4
1000,21.04,-8.82,12.62
