timestamp,x,y,z
0,-0.81,0.44,10.58
10,-0.69,0.33,10.99
20,-0.76,0.22,11.55
30,-1.41,0.11,11.89
40,-2.18,-0.28,12.05
50,-2.67,-0.47,12.39
60,-2.49,-0.46,13.45
70,-1.86,-0.53,14.76
80,-1.24,-0.64,15.6
90,-0.66,-0.77,15.52
100,0.27,-0.79,15.18
110,1.41,-0.81,14.87
120,2.46,-0.73,14.25
130,4.07,-0.46,14.0
140,5.35,-0.27,13.48
150,6.25,0.03,12.74
160,7.19,0.32,12.25
170,8.28,0.64,11.71
180,9.51,0.8,11.06
190,10.24,1.02,10.28
200,10.38,1.43,9.97
210,10.33,2.02,10.01
220,10.26,2.52,9.58
230,10.03,2.97,8.51
240,9.39,3.14,7.42
250,8.63,3.26,6.59
260,8.12,3.16,5.2
270,7.92,2.96,4.16
280,8.32,2.82,3.36
290,8.38,2.65,3.18
300,7.92,2.49,3.4
310,7.76,2.49,3.73
320,7.71,2.51,4.14
330,7.39,2.32,4.36
340,7.78,2.07,3.93
350,8.5,2.0,3.07
360,8.42,1.85,2.95
370,8.74,1.68,2.57
380,9.67,1.55,2.18
390,10.74,1.44,1.29
400,11.62,1.55,0.55
410,12.23,1.57,0.57
420,12.9,1.69,0.84
430,14.21,1.85,1.24
440,15.49,1.94,1.35
450,16.3,2.15,1.09
460,17.62,2.42,1.0
470,19.01,2.55,0.57
480,20.84,2.57,-0.42
490,22.31,2.55,-1.98
500,23.29,2.1,-3.87
510,24.0,1.57,-5.03
520,23.51,0.84,-5.0
530,22.39,0.04,-3.75
540,20.94,-0.78,-2.06
550,20.63,-1.81,-0.07
560,19.34,-2.94,2.59
570,15.62,-4.74,3.23
580,11.37,-7.02,2.62
590,6.83,-9.09,1.56
600,1.77,-11.18,2.22
610,-5.07,-12.45,6.45
620,-13.22,-12.85,13.69
630,-21.7,-12.24,22.12
640,-28.86,-10.79,27.14
650,-35.51,-8.97,26.93
660,-40.62,-7.38,24.66
670,-42.3,-5.77,20.42
680,-41.86,-4.63,15.31
690,-38.12,-3.52,10.78
700,-32.95,-2.67,7.11
710,-28.37,-2.59,4.22
720,-23.24,-2.96,2.5
730,-18.58,-3.67,3.59
740,-15.55,-4.63,6.01
750,-12.78,-5.3,8.48
760,-8.71,-5.91,9.76
770,-4.38,-6.21,8.44
780,-0.62,-6.51,7.09
790,4.42,-6.15,7.37
800,5.84,-6.02,7.51
810,9.76,-5.55,8.33
820,13.08,-4.69,8.13
830,15.19,-3.51,7.48
840,18.04,-2.47,6.82
850,22.03,-1.5,6.06
860,24.87,-0.51,5.02
870,26.92,0.19,4.78
880,30.23,0.78,5.64
890,30.7,1.79,6.76
900,30.77,2.64,8.09
910,31.6,3.63,8.82
920,31.9,4.28,9.07
930,32.47,4.6,8.27
940,32.67,4.49,6.85
950,32.15,4.12,5.19
960,32.06,3.41,3.46
970,29.31,2.66,1.68
980,26.02,1.87,0.27
990,23.67,1.18,-0.01
1000,21.94,0.72,0.14
