timestamp,x,y,z
0,-1.43,2.66,10.35
10,-2.07,2.4,10.31
20,-2.04,2.1,10.18
30,-2.2,1.85,10.5
40,-2.0,1.88,11.36
50,-0.92,1.84,11.92
60,-0.28,2.24,11.93
70,0.3,2.56,11.64
80,1.04,2.72,11.76
90,1.37,2.73,12.4
100,1.98,3.04,14.01
110,3.01,2.92,16.41
120,3.92,2.87,16.95
130,4.98,2.89,16.47
140,5.17,2.94,15.28
150,4.88,3.21,13.67
160,5.11,3.44,12.27
170,5.37,3.51,11.17
180,5.69,3.54,10.44
190,6.34,3.48,9.85
200,6.04,3.57,8.96
210,5.22,3.61,8.08
220,4.63,3.45,7.57
230,3.99,3.49,7.03
240,3.54,3.64,6.57
250,3.18,3.7,6.2
260,2.8,3.7,5.91
270,2.37,3.46,5.93
280,1.38,3.16,5.32
290,1.32,2.88,4.62
300,1.87,2.59,3.95
310,2.67,2.36,3.47
320,3.55,2.27,3.52
330,4.3,2.28,4.13
340,5.45,2.25,4.97
350,6.56,2.13,5.23
360,6.92,2.0,4.93
370,7.13,1.78,4.49
380,7.84,1.54,4.16
390,9.26,1.45,3.88
400,10.67,1.44,3.56
410,11.96,1.24,3.19
420,12.98,1.14,2.72
430,13.91,0.98,2.2
440,14.55,0.74,1.77
450,15.19,0.52,1.51
460,15.87,0.25,1.59
470,16.12,-0.09,1.91
480,15.67,-0.29,2.6
490,16.03,-0.32,3.54
500,18.81,-0.39,4.17
510,21.11,-0.56,3.34
520,20.71,-1.07,0.96
530,19.54,-1.44,-1.61
540,19.07,-1.98,-3.13
550,19.39,-2.62,-3.95
560,19.3,-3.29,-4.02
570,18.28,-4.05,-2.93
580,16.73,-4.94,-0.95
590,15.02,-6.0,1.55
600,12.08,-7.17,4.43
610,8.3,-8.47,6.93
620,3.22,-9.63,8.7
630,-2.64,-10.47,11.13
640,-7.57,-10.7,16.4
650,-11.68,-9.84,24.86
660,-15.62,-8.54,32.91
670,-19.82,-6.74,34.71
680,-24.01,-4.9,30.1
690,-27.33,-3.2,24.07
700,-27.97,-1.29,18.77
710,-27.67,-0.16,13.69
720,-27.04,0.74,10.9
730,-27.09,1.58,9.46
740,-26.39,0.86,8.11
750,-24.96,0.54,6.09
760,-23.37,-0.87,5.21
770,-21.44,-2.02,5.06
780,-18.38,-3.34,6.09
790,-15.22,-4.44,6.45
800,-13.23,-5.46,6.29
810,-11.94,-6.85,7.65
820,-5.74,-7.75,8.01
830,0.03,-8.23,9.55
840,5.75,-8.27,11.7
850,10.35,-7.71,13.5
860,12.68,-6.96,14.2
870,15.4,-5.79,14.76
880,19.11,-4.05,16.82
890,22.49,-2.41,17.89
900,25.89,-1.34,16.34
910,27.64,-0.38,13.6
920,28.15,0.36,10.62
930,28.37,0.83,7.7
940,28.25,1.15,5.97
950,28.41,1.36,5.75
960,28.25,1.57,6.54
970,27.57,1.88,7.91
980,26.7,2.03,8.43
990,25.92,1.94,7.75
1000,25.76,1.64,6.63
