timestamp,x,y,z
0,-5.71,0.72,15.78
10,-5.95,0.56,16.08
20,-6.08,0.5,16.37
30,-6.06,0.18,16.51
40,-5.79,-0.28,16.34
50,-4.76,-0.39,15.72
60,-3.3,-0.18,14.69
70,-1.96,0.31,13.36
80,-0.78,0.79,12.03
90,0.43,1.25,10.79
100,1.22,1.77,9.48
110,1.74,2.26,8.32
120,2.31,2.75,7.19
130,2.88,3.51,6.03
140,2.91,4.5,5.09
150,2.24,5.48,4.79
160,1.16,6.46,5.08
170,0.03,7.12,5.78
180,-0.94,7.43,6.02
190,-2.07,7.61,5.53
200,-3.46,7.73,4.43
210,-4.62,7.72,2.83
220,-6.01,7.36,1.05
230,-8.14,6.97,-1.15
240,-10.36,6.08,-2.32
250,-12.89,6.25,-6.09
260,-15.3,5.83,-8.56
270,-17.24,4.77,-8.44
280,-17.45,3.67,-7.69
290,-15.96,1.69,-4.88
300,-12.84,0.1,-1.71
310,-8.98,-1.23,0.94
320,-4.99,-2.77,3.7
330,-0.21,-3.72,6.64
340,5.96,-4.28,9.98
350,13.16,-4.04,13.57
360,21.38,-3.0,15.63
370,27.05,-2.12,16.14
380,27.31,-1.79,16.38
390,24.2,-1.41,16.07
400,20.32,-0.9,15.69
410,17.62,-0.78,15.08
420,16.73,-0.63,14.12
430,16.81,-0.37,12.53
440,16.91,-0.06,10.74
450,16.77,0.17,8.93
460,16.28,0.36,7.19
470,15.19,0.3,5.86
480,13.68,0.26,4.96
490,12.36,0.16,4.07
500,12.38,-0.4,3.85
510,14.25,-1.52,4.36
520,17.94,-3.07,4.68
530,24.22,-4.42,4.34
540,29.26,-5.93,3.57
550,29.11,-8.06,2.6
560,26.48,-10.3,3.08
570,23.85,-12.56,4.44
580,20.75,-15.03,4.88
590,14.9,-17.03,3.56
600,7.28,-19.65,1.49
610,-0.4,-20.04,1.52
620,-8.37,-18.56,3.13
630,-14.35,-17.44,7.06
640,-17.86,-15.98,11.94
650,-19.14,-14.16,18.03
660,-18.63,-12.54,23.32
670,-18.28,-10.87,26.03
680,-19.72,-9.76,26.1
690,-21.56,-8.52,24.79
700,-22.75,-7.07,23.22
710,-23.86,-5.5,22.54
720,-24.4,-4.1,22.96
730,-24.24,-3.23,23.36
740,-23.27,-2.47,22.86
750,-22.35,-2.0,21.63
760,-20.62,-1.12,18.7
770,-20.32,-1.46,17.88
780,-18.83,-1.26,15.84
790,-15.04,-1.47,12.67
800,-12.34,-0.94,7.61
810,-12.81,-1.97,6.2
820,-10.84,-2.52,8.91
830,-12.12,-2.85,8.95
840,-12.63,-3.79,6.73
850,-11.76,-4.53,4.72
860,-10.45,-5.37,3.69
870,-9.5,-6.37,2.93
880,-8.52,-7.17,1.73
890,-6.05,-7.47,0.04
900,-3.64,-8.0,-0.95
910,-2.02,-8.52,-1.0
920,-0.6,-9.58,-0.48
930,0.61,-10.43,-0.63
940,1.23,-10.87,0.04
950,0.74,-11.48,2.13
960,1.21,-12.63,5.78
970,3.77,-11.07,9.31
980,11.79,-10.43,16.57
990,19.84,-9.52,22.39
1000,23.67,-7.49,21.18
