timestamp,x,y,z
0,-2.01,2.63,7.32
10,-1.27,2.69,7.35
20,-0.49,2.7,7.64
30,0.26,2.77,7.92
40,1.18,2.94,9.01
50,1.9,2.97,10.54
60,2.4,3.11,12.1
70,2.56,3.34,13.75
80,2.74,3.4,14.53
90,3.34,3.45,14.86
100,3.95,3.35,14.86
110,4.32,3.65,14.47
120,5.09,4.21,14.2
130,6.18,5.28,13.77
140,7.22,6.5,12.58
150,7.88,6.65,10.23
160,7.99,6.44,8.72
170,6.88,6.51,8.12
180,4.87,6.26,7.85
190,3.52,5.61,7.28
200,2.66,4.9,5.96
210,2.7,4.25,5.71
220,3.11,3.32,4.27
230,4.0,2.74,4.72
240,5.68,1.99,3.89
250,5.49,1.4,3.69
260,4.65,1.11,4.08
270,5.52,0.6,4.74
280,7.69,0.16,5.12
290,9.7,-0.43,5.25
300,11.9,-0.96,4.53
310,13.14,-1.28,3.24
320,13.5,-1.44,2.35
330,14.01,-1.45,1.29
340,15.53,-1.68,0.68
350,17.08,-1.52,0.51
360,18.96,-1.39,0.94
370,19.99,-1.15,1.44
380,20.11,-1.05,1.8
390,20.26,-1.09,1.29
400,20.03,-1.41,0.68
410,21.02,-1.39,0.26
420,22.28,-1.51,0.24
430,21.59,-1.67,0.14
440,20.67,-1.84,-0.2
450,19.18,-1.92,-0.47
460,17.76,-2.32,0.09
470,16.85,-3.17,0.68
480,17.22,-4.35,1.23
490,14.37,-6.32,0.37
500,5.43,-8.37,-1.64
510,-7.73,-10.45,-3.52
520,-16.99,-11.85,-5.03
530,-21.32,-13.65,-2.15
540,-25.57,-14.58,6.78
550,-32.73,-14.36,20.65
560,-35.92,-12.1,35.94
570,-33.6,-9.47,44.52
580,-26.89,-7.32,43.1
590,-22.37,-6.76,36.57
600,-21.82,-6.3,27.68
610,-20.63,-6.59,19.63
620,-17.36,-7.01,12.67
630,-16.88,-6.81,6.6
640,-19.38,-8.0,1.86
650,-17.26,-8.02,0.59
660,-13.41,-8.69,0.4
670,-8.83,-10.52,4.89
680,-5.31,-11.2,8.49
690,-3.05,-11.8,10.28
700,0.66,-12.03,11.09
710,6.63,-12.03,11.03
720,11.6,-11.15,8.84
730,10.89,-10.18,6.12
740,11.69,-8.77,4.24
750,14.55,-7.3,4.68
760,17.24,-5.72,6.55
770,20.57,-4.44,6.12
780,26.56,-2.84,4.72
790,31.15,-0.65,3.65
800,32.58,1.21,2.55
810,33.35,2.45,1.41
820,35.13,3.75,0.75
830,37.22,4.46,0.41
840,37.61,4.61,-0.06
850,36.4,4.38,-1.36
860,35.4,3.92,-2.22
870,34.92,3.02,-2.84
880,34.43,1.62,-3.49
890,33.37,0.1,-3.57
900,31.9,-1.63,-3.86
910,29.56,-3.14,-3.88
920,26.81,-4.46,-3.5
930,23.19,-5.92,-3.15
940,19.56,-7.58,-3.49
950,15.9,-9.39,-3.26
960,10.63,-11.31,-2.33
970,4.02,-14.22,-2.21
980,-4.32,-17.59,-2.48
990,-13.59,-19.85,2.58
1000,-20.84,-20.92,15.34
