timestamp,x,y,z
0,8.54,-5.0,12.81
10,8.59,-5.21,13.54
20,8.03,-5.26,13.4
30,7.33,-5.31,12.6
40,6.86,-5.12,10.71
50,7.07,-4.57,9.22
60,7.34,-3.68,8.77
70,7.54,-2.85,8.2
80,6.71,-2.26,8.53
90,6.08,-1.6,9.89
100,5.53,-1.16,10.22
110,4.26,-0.68,8.66
120,2.34,-0.12,6.16
130,1.12,0.78,4.02
140,0.07,1.5,2.95
150,-0.58,2.36,2.86
160,0.12,3.31,4.17
170,0.45,3.82,5.7
180,-0.06,3.91,6.17
190,-0.53,4.01,6.08
200,-1.08,4.25,5.67
210,-2.12,4.32,4.98
220,-3.71,4.4,4.04
230,-5.24,4.48,2.54
240,-5.65,4.41,1.03
250,-5.46,3.97,-0.2
260,-4.73,3.14,-1.56
270,-1.75,1.96,-3.1
280,3.49,0.74,-5.03
290,9.3,-0.27,-8.31
300,15.55,-0.53,-11.07
310,19.66,-0.73,-11.62
320,22.51,-0.41,-10.47
330,22.85,-0.55,-9.16
340,23.11,-0.57,-8.07
350,24.1,-0.42,-7.47
360,25.36,-0.7,-8.2
370,26.76,-1.29,-10.11
380,27.55,-2.2,-11.86
390,27.48,-3.54,-12.07
400,27.68,-5.22,-9.34
410,29.58,-6.57,-3.82
420,32.8,-7.82,0.23
430,32.84,-10.53,3.53
440,28.59,-12.6,6.66
450,23.88,-14.06,7.8
460,21.42,-15.84,6.14
470,19.43,-18.12,6.02
480,12.06,-20.1,13.34
490,4.03,-19.8,24.99
500,-0.52,-17.73,32.9
510,-2.66,-15.32,33.39
520,-6.19,-13.47,27.98
530,-11.17,-11.28,22.8
540,-17.29,-9.25,20.99
550,-19.92,-7.06,21.13
560,-18.11,-4.66,23.04
570,-16.09,-3.36,25.46
580,-16.07,-2.18,27.07
590,-16.96,-1.27,27.83
600,-17.61,-0.55,25.2
610,-16.45,0.05,21.34
620,-15.09,0.48,16.53
630,-14.52,1.01,11.18
640,-14.52,1.54,7.11
650,-14.17,1.77,4.7
660,-13.41,1.51,1.53
670,-13.07,0.42,-2.32
680,-12.44,-0.54,-3.94
690,-11.57,-2.01,-3.64
700,-11.43,-4.68,-3.81
710,-11.36,-7.77,-3.73
720,-9.82,-11.11,-1.92
730,-8.11,-14.93,1.41
740,-6.44,-17.9,6.65
750,-3.06,-19.03,15.18
760,0.75,-18.79,25.03
770,4.18,-18.71,27.85
780,6.89,-18.43,25.72
790,9.04,-17.8,22.91
800,9.32,-17.48,18.27
810,9.78,-17.77,10.62
820,11.38,-17.55,4.57
830,13.25,-17.22,1.96
840,15.16,-16.78,1.96
850,16.34,-16.73,2.76
860,18.92,-16.89,5.04
870,23.91,-15.88,9.82
880,27.14,-14.94,12.62
890,29.9,-13.78,11.21
900,32.22,-12.28,8.98
910,32.48,-10.88,7.86
920,30.28,-9.94,5.71
930,27.62,-9.13,3.63
940,24.57,-8.56,2.56
950,22.49,-8.17,1.61
960,21.11,-8.0,0.92
970,20.37,-8.16,-0.24
980,20.28,-8.4,-2.17
990,18.69,-9.23,-5.31
1000,17.81,-10.59,-9.0
